"","poverty_level","primary_focus_area","date_completed","total_price_excluding_optional_support","students_reached"
"1269","moderate poverty","Applied Learning","2007-11",5534.4,1775
"1270","high poverty","Health & Sports","2007-11",5833,3609
"1271","highest poverty","Health & Sports","2007-11",25173.21,9440
"1272","low poverty","Health & Sports","2007-11",1146,388
"1273","moderate poverty","Health & Sports","2007-11",1839,243
"1274","high poverty","History & Civics","2007-11",18199,3735
"1275","highest poverty","History & Civics","2007-11",47946.63,10344
"1276","low poverty","History & Civics","2007-11",1142,220
"1277","moderate poverty","History & Civics","2007-11",4326,732
"1278","high poverty","Literacy & Language","2007-11",64743.32,10775
"1279","highest poverty","Literacy & Language","2007-11",339041.86,54894
"1280","low poverty","Literacy & Language","2007-11",12053,1035
"1281","moderate poverty","Literacy & Language","2007-11",25109.09,3612
"1282","high poverty","Math & Science","2007-11",35166.13,8316
"1283","highest poverty","Math & Science","2007-11",165662.1,42198
"1284","low poverty","Math & Science","2007-11",6833,1906
"1285","moderate poverty","Math & Science","2007-11",13554.06,3818
"1286","high poverty","Music & The Arts","2007-11",18377.32,8994
"1287","highest poverty","Music & The Arts","2007-11",64511.16,20927
"1288","low poverty","Music & The Arts","2007-11",1046,149
"1289","moderate poverty","Music & The Arts","2007-11",5850.52,4441
"1290","high poverty","Special Needs","2007-11",11276,961
"1291","highest poverty","Special Needs","2007-11",44534,3044
"1292","low poverty","Special Needs","2007-11",1293,53
"1293","moderate poverty","Special Needs","2007-11",3342,192
"1294","high poverty","Applied Learning","2007-12",22554.75,5660
"1295","highest poverty","Applied Learning","2007-12",139942.13,23826
"1296","low poverty","Applied Learning","2007-12",3905,724
"1297","moderate poverty","Applied Learning","2007-12",15914,4392
"1298","high poverty","Health & Sports","2007-12",15940,6634
"1299","highest poverty","Health & Sports","2007-12",71113,29213
"1300","low poverty","Health & Sports","2007-12",3853,60
"1301","moderate poverty","Health & Sports","2007-12",8385.73,4039
"1302","high poverty","History & Civics","2007-12",30019.06,6357
"1303","highest poverty","History & Civics","2007-12",106920.05,17430
"1304","low poverty","History & Civics","2007-12",1006,247
"1305","moderate poverty","History & Civics","2007-12",14807,3652
"1306","high poverty","Literacy & Language","2007-12",160750.16,24507
"1307","highest poverty","Literacy & Language","2007-12",726174.25,110355
"1308","low poverty","Literacy & Language","2007-12",13196,1789
"1309","moderate poverty","Literacy & Language","2007-12",92596.66,13872
"1310","high poverty","Math & Science","2007-12",110053.01,25012
"1311","highest poverty","Math & Science","2007-12",365907.15,69631
"1312","low poverty","Math & Science","2007-12",7917.94,1455
"1313","moderate poverty","Math & Science","2007-12",50325.13,15788
"1314","high poverty","Music & The Arts","2007-12",35488,16337
"1315","highest poverty","Music & The Arts","2007-12",197467.1,65114
"1316","low poverty","Music & The Arts","2007-12",4427,1860
"1317","moderate poverty","Music & The Arts","2007-12",21734.55,13006
"1318","high poverty","Special Needs","2007-12",38391.48,2878
"1319","highest poverty","Special Needs","2007-12",109454.5,7704
"1320","low poverty","Special Needs","2007-12",4174,129
"1321","moderate poverty","Special Needs","2007-12",25672,1798
"1322","high poverty","Applied Learning","2008-01",18794,3854
"1323","highest poverty","Applied Learning","2008-01",65846,13189
"1324","low poverty","Applied Learning","2008-01",193,16
"1325","moderate poverty","Applied Learning","2008-01",11709.57,2519
"1326","high poverty","Health & Sports","2008-01",10642,3422
"1327","highest poverty","Health & Sports","2008-01",35814,14406
"1328","low poverty","Health & Sports","2008-01",1251,610
"1329","moderate poverty","Health & Sports","2008-01",4850,2881
"1330","high poverty","History & Civics","2008-01",20065,4232
"1331","highest poverty","History & Civics","2008-01",49837,7864
"1332","low poverty","History & Civics","2008-01",526,64
"1333","moderate poverty","History & Civics","2008-01",9628.5,1606
"1334","high poverty","Literacy & Language","2008-01",80024.09,13031
"1335","highest poverty","Literacy & Language","2008-01",351584.14,51467
"1336","low poverty","Literacy & Language","2008-01",6622,731
"1337","moderate poverty","Literacy & Language","2008-01",51267.72,8426
"1338","high poverty","Math & Science","2008-01",54092.9,14106
"1339","highest poverty","Math & Science","2008-01",172239.35,30166
"1340","low poverty","Math & Science","2008-01",3630,1097
"1341","moderate poverty","Math & Science","2008-01",30198,6219
"1342","high poverty","Music & The Arts","2008-01",34693,12524
"1343","highest poverty","Music & The Arts","2008-01",85233.57,30545
"1344","low poverty","Music & The Arts","2008-01",4381,2165
"1345","moderate poverty","Music & The Arts","2008-01",12284.04,6610
"1346","high poverty","Special Needs","2008-01",13677,987
"1347","highest poverty","Special Needs","2008-01",47667,2027
"1348","low poverty","Special Needs","2008-01",2024,46
"1349","moderate poverty","Special Needs","2008-01",7160.7,834
"1350","high poverty","Applied Learning","2008-02",7160,1582
"1351","highest poverty","Applied Learning","2008-02",29353.8,5100
"1352","low poverty","Applied Learning","2008-02",1320,659
"1353","moderate poverty","Applied Learning","2008-02",2738,217
"1354","high poverty","Health & Sports","2008-02",4791.31,3197
"1355","highest poverty","Health & Sports","2008-02",20794.08,9633
"1356","moderate poverty","Health & Sports","2008-02",2493,1139
"1357","high poverty","History & Civics","2008-02",4828,742
"1358","highest poverty","History & Civics","2008-02",24871,4123
"1359","low poverty","History & Civics","2008-02",283,10
"1360","moderate poverty","History & Civics","2008-02",6252,639
"1361","high poverty","Literacy & Language","2008-02",40965,6620
"1362","highest poverty","Literacy & Language","2008-02",191130.38,27812
"1363","low poverty","Literacy & Language","2008-02",2466,454
"1364","moderate poverty","Literacy & Language","2008-02",24511.53,3563
"1365","high poverty","Math & Science","2008-02",36800.7,9869
"1366","highest poverty","Math & Science","2008-02",117311.19,20843
"1367","low poverty","Math & Science","2008-02",1387,402
"1368","moderate poverty","Math & Science","2008-02",10981.5,3004
"1369","high poverty","Music & The Arts","2008-02",13353.95,4470
"1370","highest poverty","Music & The Arts","2008-02",39580,15897
"1371","moderate poverty","Music & The Arts","2008-02",4716,2499
"1372","high poverty","Special Needs","2008-02",11560,808
"1373","highest poverty","Special Needs","2008-02",24553.25,1415
"1374","low poverty","Special Needs","2008-02",597,360
"1375","moderate poverty","Special Needs","2008-02",4455,299
"1376","high poverty","Applied Learning","2008-03",15675,2171
"1377","highest poverty","Applied Learning","2008-03",58983.68,12490
"1378","low poverty","Applied Learning","2008-03",1908,355
"1379","moderate poverty","Applied Learning","2008-03",5552,1537
"1380","high poverty","Health & Sports","2008-03",7478,3242
"1381","highest poverty","Health & Sports","2008-03",32887,13350
"1382","low poverty","Health & Sports","2008-03",149,100
"1383","moderate poverty","Health & Sports","2008-03",2853,893
"1384","high poverty","History & Civics","2008-03",18063,3523
"1385","highest poverty","History & Civics","2008-03",49099,7948
"1386","moderate poverty","History & Civics","2008-03",10136,1313
"1387","high poverty","Literacy & Language","2008-03",102052.38,16596
"1388","highest poverty","Literacy & Language","2008-03",345045.37,53100
"1389","low poverty","Literacy & Language","2008-03",6424,442
"1390","moderate poverty","Literacy & Language","2008-03",44215.49,8869
"1391","high poverty","Math & Science","2008-03",80703.25,19577
"1392","highest poverty","Math & Science","2008-03",195261.2,39887
"1393","low poverty","Math & Science","2008-03",2420,425
"1394","moderate poverty","Math & Science","2008-03",27332.35,6460
"1395","high poverty","Music & The Arts","2008-03",21699.74,7311
"1396","highest poverty","Music & The Arts","2008-03",95627.06,35486
"1397","low poverty","Music & The Arts","2008-03",1542,461
"1398","moderate poverty","Music & The Arts","2008-03",12346,3188
"1399","high poverty","Special Needs","2008-03",11622,1074
"1400","highest poverty","Special Needs","2008-03",42862,3089
"1401","moderate poverty","Special Needs","2008-03",9107,537
"1402","high poverty","Applied Learning","2008-04",12607.13,3457
"1403","highest poverty","Applied Learning","2008-04",48458.96,11232
"1404","moderate poverty","Applied Learning","2008-04",6441,3687
"1405","high poverty","Health & Sports","2008-04",8630.25,4985
"1406","highest poverty","Health & Sports","2008-04",24212,11544
"1407","low poverty","Health & Sports","2008-04",263,40
"1408","moderate poverty","Health & Sports","2008-04",1324,645
"1409","high poverty","History & Civics","2008-04",15141,2586
"1410","highest poverty","History & Civics","2008-04",31519.94,5750
"1411","low poverty","History & Civics","2008-04",1106,295
"1412","moderate poverty","History & Civics","2008-04",8730,3012
"1413","high poverty","Literacy & Language","2008-04",104856.69,15197
"1414","highest poverty","Literacy & Language","2008-04",309263.07,49479
"1415","low poverty","Literacy & Language","2008-04",13790,2057
"1416","moderate poverty","Literacy & Language","2008-04",57148.87,9690
"1417","high poverty","Math & Science","2008-04",52044.94,13884
"1418","highest poverty","Math & Science","2008-04",135414.74,28431
"1419","low poverty","Math & Science","2008-04",3806,602
"1420","moderate poverty","Math & Science","2008-04",27581,6826
"1421","high poverty","Music & The Arts","2008-04",24636.62,8898
"1422","highest poverty","Music & The Arts","2008-04",69619.98,29965
"1423","low poverty","Music & The Arts","2008-04",1543,685
"1424","moderate poverty","Music & The Arts","2008-04",10515.86,6537
"1425","high poverty","Special Needs","2008-04",17586,1898
"1426","highest poverty","Special Needs","2008-04",37270.76,2885
"1427","low poverty","Special Needs","2008-04",2346,70
"1428","moderate poverty","Special Needs","2008-04",8602.38,669
"1429","high poverty","Applied Learning","2008-05",4885,1202
"1430","highest poverty","Applied Learning","2008-05",19160,5689
"1431","low poverty","Applied Learning","2008-05",1878,700
"1432","moderate poverty","Applied Learning","2008-05",3961,694
"1433","high poverty","Health & Sports","2008-05",9761,3894
"1434","highest poverty","Health & Sports","2008-05",8284,2297
"1435","low poverty","Health & Sports","2008-05",184,60
"1436","moderate poverty","Health & Sports","2008-05",783,679
"1437","high poverty","History & Civics","2008-05",6554,1097
"1438","highest poverty","History & Civics","2008-05",16039,2670
"1439","low poverty","History & Civics","2008-05",870,285
"1440","moderate poverty","History & Civics","2008-05",3701,592
"1441","high poverty","Literacy & Language","2008-05",31703.39,6749
"1442","highest poverty","Literacy & Language","2008-05",134060,24752
"1443","low poverty","Literacy & Language","2008-05",3842,1088
"1444","moderate poverty","Literacy & Language","2008-05",19130.15,4076
"1445","high poverty","Math & Science","2008-05",27869,7435
"1446","highest poverty","Math & Science","2008-05",72783.75,15792
"1447","low poverty","Math & Science","2008-05",946,245
"1448","moderate poverty","Math & Science","2008-05",10326,2983
"1449","high poverty","Music & The Arts","2008-05",7388,3934
"1450","highest poverty","Music & The Arts","2008-05",30053.49,8299
"1451","low poverty","Music & The Arts","2008-05",2862,1007
"1452","moderate poverty","Music & The Arts","2008-05",1840,610
"1453","high poverty","Special Needs","2008-05",6021,527
"1454","highest poverty","Special Needs","2008-05",21343,2286
"1455","low poverty","Special Needs","2008-05",575,52
"1456","moderate poverty","Special Needs","2008-05",4092,216
"1457","high poverty","Applied Learning","2008-06",5129,1310
"1458","highest poverty","Applied Learning","2008-06",31501,6753
"1459","low poverty","Applied Learning","2008-06",8848,237
"1460","moderate poverty","Applied Learning","2008-06",1372,212
"1461","high poverty","Health & Sports","2008-06",4368,1830
"1462","highest poverty","Health & Sports","2008-06",10569,5711
"1463","low poverty","Health & Sports","2008-06",1571,71
"1464","moderate poverty","Health & Sports","2008-06",2377,651320
"1465","high poverty","History & Civics","2008-06",6562,1763
"1466","highest poverty","History & Civics","2008-06",14276.99,2441
"1467","low poverty","History & Civics","2008-06",345,350
"1468","moderate poverty","History & Civics","2008-06",4860.32,925
"1469","high poverty","Literacy & Language","2008-06",36099.7,7819
"1470","highest poverty","Literacy & Language","2008-06",159771,23485
"1471","low poverty","Literacy & Language","2008-06",2966,680
"1472","moderate poverty","Literacy & Language","2008-06",18610.62,2204
"1473","high poverty","Math & Science","2008-06",26382,7609
"1474","highest poverty","Math & Science","2008-06",76623.64,21293
"1475","low poverty","Math & Science","2008-06",3124,371
"1476","moderate poverty","Math & Science","2008-06",12383.81,2833
"1477","high poverty","Music & The Arts","2008-06",8856,4566
"1478","highest poverty","Music & The Arts","2008-06",37583,14879
"1479","low poverty","Music & The Arts","2008-06",3334,2079
"1480","moderate poverty","Music & The Arts","2008-06",2453,1982
"1481","high poverty","Special Needs","2008-06",7236,605
